,Combiner Box Schedule,Parallel Source Circuit Detail,# of PV Modules Per PV Source Circuit,# Of PV Source Circuits Per Parallel Source Circuit,1500 VDC Fuse Rating Per PV Source Circuit (A),# Of Parallel Source Circuits Per Combiner Box,1500 VDC Fuse Rating Per Parallel Source Circuit Harness (A),# Of PV Source Circuits Per Combiner Box,Average PV Module Power (W),# Of PV Modules Per Combiner Box,Combiner Box Power (kW),DC/AC Ratio (Based on 3600kW Nominal),1500 VDC Fuse Rating Per PV Combiner Output (A),DC Combiner Box Rating (A),PV Combiner Output Conductor Size and Type,Maximum Voltage (V),Operating Voltage (V),Max. Short Circuit Current (A),Operating Current (A),CB Length (ft),Power Loss From Combiner To Inverter,Power Loss Percentage From Combiner To Inverter,Power Loss Percentage From Average Harness To Combiner,Total
17,7.12,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,118.00,408.92,0.13%,1.63%,1.76%
18,7.13,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,182.00,630.71,0.20%,1.63%,1.83%
0,8.01,A,6,14,5,7,55,98,475,588,279.3,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,319.00,846.38,0.30%,0.85%,1.15%
1,8.02,A,6,14,5,7,55,98,475,588,279.3,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,208.00,551.87,0.20%,0.85%,1.05%
2,8.03,A,6,14,5,4,55,92,475,552,262.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,96.00,224.48,0.09%,0.75%,0.84%
3,8.03,B,6,12,5,3,55,92,475,552,262.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,96.00,224.48,0.09%,0.75%,0.84%
4,8.04,B,6,12,5,4,55,98,475,588,279.3,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,142.00,376.76,0.13%,0.51%,0.65%
5,8.04,C,6,10,5,5,55,98,475,588,279.3,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,142.00,376.76,0.13%,0.51%,0.65%
6,8.05,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,287.00,994.58,0.31%,1.63%,1.94%
7,8.06,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,224.00,776.26,0.24%,1.63%,1.87%
8,8.07,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,160.00,554.47,0.17%,1.63%,1.80%
9,8.08,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,96.00,332.68,0.10%,1.63%,1.73%
10,8.09,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,48.00,166.34,0.05%,1.63%,1.68%
11,8.1,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,62.00,214.86,0.07%,1.63%,1.70%
12,8.11,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,126.00,436.65,0.14%,1.63%,1.77%
13,8.12,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,190.00,658.43,0.21%,1.63%,1.84%
14,8.13,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,254.00,880.22,0.28%,1.63%,1.90%
15,8.14,A,6,14,5,6,55,84,475,504,239.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,318.00,619.88,0.26%,1.63%,1.89%
0,9.01,A,6,14,5,7,55,98,475,588,279.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,817.67,2169.47,0.78%,1.63%,2.41%
1,9.02,A,6,14,5,7,55,98,475,588,279.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,770.67,2044.76,0.73%,1.63%,2.36%
2,9.03,A,6,14,5,7,55,98,475,588,279.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,722.67,1917.41,0.69%,1.63%,2.32%
3,9.04,A,6,14,5,7,55,98,475,588,279.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,658.67,1747.60,0.63%,1.63%,2.25%
4,9.05,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,594.67,2060.80,0.65%,1.63%,2.27%
5,9.06,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,530.67,1839.01,0.58%,1.63%,2.21%
6,9.07,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,466.67,1617.22,0.51%,1.63%,2.14%
7,9.08,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,42.00,145.55,0.05%,0.85%,0.89%
8,9.09,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,170.00,589.13,0.18%,0.85%,1.03%
9,9.1,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,298.00,1032.70,0.32%,0.85%,1.17%
10,9.11,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,426.00,1476.28,0.46%,0.85%,1.31%
11,9.12,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,554.00,1919.86,0.60%,0.85%,1.45%
12,9.13,A,6,14,5,4,55,92,475,552,262.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,681.56,1593.69,0.61%,0.75%,1.36%
13,9.13,B,6,12,5,3,55,92,475,552,262.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,681.56,1593.69,0.61%,0.75%,1.36%
0,10.01,A,6,14,5,4,55,116,475,696,330.6,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,229.00,851.28,0.26%,1.36%,1.62%
1,10.01,B,6,12,5,5,55,116,475,696,330.6,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,229.00,851.28,0.26%,1.36%,1.62%
2,10.02,A,6,14,5,5,55,118,475,708,336.3,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,166.00,638.55,0.19%,1.36%,1.55%
3,10.02,B,6,12,5,4,55,118,475,708,336.3,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,166.00,638.55,0.19%,1.36%,1.55%
4,10.03,A,6,14,5,5,55,118,475,708,336.3,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,86.00,330.82,0.10%,1.36%,1.46%
5,10.03,B,6,12,5,4,55,118,475,708,336.3,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,86.00,330.82,0.10%,1.36%,1.46%
6,10.04,A,6,14,5,4,55,116,475,696,330.6,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,68.00,252.78,0.08%,1.36%,1.44%
7,10.04,B,6,12,5,5,55,116,475,696,330.6,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,68.00,252.78,0.08%,1.36%,1.44%
8,10.05,A,6,14,5,5,55,118,475,708,336.3,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,148.00,569.31,0.17%,1.36%,1.53%
9,10.05,B,6,12,5,4,55,118,475,708,336.3,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,148.00,569.31,0.17%,1.36%,1.53%
10,10.06,A,6,14,5,4,55,116,475,696,330.6,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,212.00,788.09,0.24%,1.36%,1.60%
11,10.06,B,6,12,5,5,55,116,475,696,330.6,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,212.00,788.09,0.24%,1.36%,1.60%
12,10.07,A,6,14,5,7,55,98,475,588,279.3,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,207.00,549.22,0.20%,1.43%,1.63%
13,10.08,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,144.00,499.02,0.16%,1.63%,1.79%
14,10.09,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,80.00,277.24,0.09%,1.63%,1.72%
15,10.1,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,48.00,166.34,0.05%,1.63%,1.68%
16,10.11,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,78.00,270.30,0.08%,1.63%,1.71%
17,10.12,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,142.00,492.09,0.15%,1.63%,1.78%
18,10.13,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,205.88,713.47,0.22%,1.63%,1.85%
0,11.01,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,229.00,684.27,0.23%,1.36%,1.59%
1,11.02,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,166.00,496.02,0.17%,1.36%,1.53%
2,11.02,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,166.00,496.02,0.17%,1.36%,1.53%
3,11.02,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,166.00,496.02,0.17%,1.36%,1.53%
4,11.03,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,102.00,304.78,0.10%,1.36%,1.46%
5,11.03,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,102.00,304.78,0.10%,1.36%,1.46%
6,11.04,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,54.00,161.36,0.05%,1.36%,1.42%
7,11.04,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,54.00,161.36,0.05%,1.36%,1.42%
8,11.05,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,100.00,298.81,0.10%,1.36%,1.46%
9,11.06,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,164.00,490.04,0.17%,1.36%,1.53%
10,11.06,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,164.00,490.04,0.17%,1.36%,1.53%
11,11.06,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,164.00,490.04,0.17%,1.36%,1.53%
12,11.07,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,228.00,681.28,0.23%,1.36%,1.59%
13,11.07,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,228.00,681.28,0.23%,1.36%,1.59%
14,11.07,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,228.00,681.28,0.23%,1.36%,1.59%
15,11.08,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,191.00,661.90,0.21%,1.63%,1.84%
16,11.09,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,128.00,443.58,0.14%,1.63%,1.77%
17,11.1,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,64.00,221.79,0.07%,1.63%,1.70%
18,11.11,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,46.00,159.41,0.05%,1.63%,1.68%
19,11.12,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,94.00,325.75,0.10%,1.63%,1.73%
20,11.13,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,158.00,547.54,0.17%,1.63%,1.80%
21,11.14,A,6,14,5,6,55,84,475,504,239.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,222.00,432.75,0.18%,1.63%,1.81%
0,12.01,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,213.00,636.46,0.21%,1.36%,1.58%
1,12.01,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,213.00,636.46,0.21%,1.36%,1.58%
2,12.02,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,150.00,448.21,0.15%,1.36%,1.51%
3,12.02,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,150.00,448.21,0.15%,1.36%,1.51%
4,12.03,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,86.00,256.97,0.09%,1.36%,1.45%
5,12.03,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,86.00,256.97,0.09%,1.36%,1.45%
6,12.04,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,52.00,155.38,0.05%,1.36%,1.41%
7,12.04,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,52.00,155.38,0.05%,1.36%,1.41%
8,12.05,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,116.00,346.62,0.12%,1.36%,1.48%
9,12.05,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,116.00,346.62,0.12%,1.36%,1.48%
10,12.06,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,180.00,537.85,0.18%,1.36%,1.54%
11,12.06,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,180.00,537.85,0.18%,1.36%,1.54%
12,12.07,A,6,14,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,244.00,729.09,0.25%,1.36%,1.61%
13,12.07,B,6,12,5,4,55,104,475,624,296.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,244.00,729.09,0.25%,1.36%,1.61%
14,12.08,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,191.00,661.90,0.21%,1.63%,1.84%
15,12.09,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,128.00,443.58,0.14%,1.63%,1.77%
16,12.1,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,64.00,221.79,0.07%,1.63%,1.70%
17,12.11,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,46.00,159.41,0.05%,1.63%,1.68%
18,12.12,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,94.00,325.75,0.10%,1.63%,1.73%
19,12.13,A,6,14,5,8,55,112,475,672,319.2,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,158.00,547.54,0.17%,1.63%,1.80%
20,12.14,A,6,14,5,6,55,84,475,504,239.4,1.17,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,222.00,432.75,0.18%,1.63%,1.81%
0,13.01,A,6,14,5,4,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,213.00,791.81,0.24%,1.36%,1.60%
1,13.02,B,6,12,5,5,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,150.00,577.00,0.17%,1.36%,1.53%
2,13.02,A,6,14,5,5,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,150.00,577.00,0.17%,1.36%,1.53%
3,13.02,B,6,12,5,4,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,150.00,577.00,0.17%,1.36%,1.53%
4,13.03,A,6,14,5,5,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,70.00,269.27,0.08%,1.36%,1.44%
5,13.03,B,6,12,5,4,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,70.00,269.27,0.08%,1.36%,1.44%
6,13.04,A,6,14,5,4,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,84.00,312.26,0.09%,1.36%,1.46%
7,13.04,B,6,12,5,5,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,84.00,312.26,0.09%,1.36%,1.46%
8,13.05,A,6,14,5,5,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,164.00,630.86,0.19%,1.36%,1.55%
9,13.05,B,6,12,5,4,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,164.00,630.86,0.19%,1.36%,1.55%
10,13.06,A,6,14,5,4,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,228.00,847.57,0.26%,1.36%,1.62%
11,13.06,B,6,12,5,5,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,228.00,847.57,0.26%,1.36%,1.62%
12,13.07,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,207.00,717.35,0.22%,1.63%,1.85%
13,13.08,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,144.00,499.02,0.16%,1.63%,1.79%
0,14.01,A,6,14,5,2,55,64,475,384,182.4,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,214,159,253.00,286.29,0.16%,1.36%,1.52%
1,14.01,B,6,12,5,3,55,64,475,384,182.4,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,214,159,253.00,286.29,0.16%,1.36%,1.52%
2,14.02,A,6,14,5,3,55,66,475,396,188.1,1.16,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,220,164,222.00,267.16,0.14%,1.36%,1.50%
